Combination,Optimized_b,Optimized_Objective,Optimized_Returns,Minimum_Variance
"('SUN', 'BWP', 'CPU', 'VEA', 'CSL', 'GNC')","[0.21685176406, 0.1, 0.2461669391, 0.23698072338, 0.10000058998, 0.1]",9.030287254916072,0.0007054526606851,7.812073312519506e-05
