Combination,Optimized_b,Optimized_Objective,Optimized_Returns,Minimum_Variance
"('SUN', 'GPT', 'XRO', 'WDS', 'FPH', 'TWE')","[0.40254522674, 0.1, 0.1, 0.19745481324, 0.1, 0.1]",4.288586290333486,0.00037640759645110714,8.776962172815165e-05
"('SUN', 'GPT', 'XRO', 'WDS', 'FPH', 'GNC')","[0.37652240185, 0.1, 0.1, 0.17635660181, 0.1, 0.14712102631]",4.689144352331722,0.0004211517058077411,8.981419085516516e-05
"('SUN', 'GPT', 'XRO', 'WDS', 'FPH', 'WOW')","[0.40200683082, 0.1, 0.1, 0.19799320868, 0.1, 0.1]",4.030576472500453,0.00034071690860876334,8.453304655881952e-05
"('SUN', 'GPT', 'XRO', 'WDS', 'CSL', 'TWE')","[0.40158273187, 0.1, 0.1, 0.19841730806, 0.1, 0.1]",4.63514123379954,0.0004097111456073425,8.839237575323937e-05
"('SUN', 'GPT', 'XRO', 'WDS', 'CSL', 'GNC')","[0.37210205839, 0.1, 0.1, 0.17499163983, 0.1, 0.15290633158]",5.038559165282426,0.00045486933158112014,9.027766007301085e-05
"('SUN', 'GPT', 'XRO', 'WDS', 'CSL', 'WOW')","[0.40079177625, 0.1, 0.1, 0.19920826371, 0.1, 0.1]",4.385604714499512,0.00037399947651044386,8.527888418077026e-05
"('SUN', 'GPT', 'WTC', 'STO', 'SHL', 'TWE')","[0.45097029836, 0.1, 0.14079640283, 0.10000519167, 0.1, 0.10822812558]",5.3323083434988146,0.0005378822398962794,0.00010087230618463183
"('SUN', 'GPT', 'WTC', 'STO', 'SHL', 'GNC')","[0.41868676756, 0.1, 0.12981915796, 0.1, 0.1, 0.1514941042]",5.667592562919256,0.0005769027293625576,0.00010178973222898847
"('SUN', 'GPT', 'WTC', 'STO', 'SHL', 'WOW')","[0.44784763081, 0.1, 0.15166732569, 0.10048507348, 0.1, 0.1]",5.226925613578977,0.0005122606409903469,9.800419574741034e-05
"('SUN', 'GPT', 'WTC', 'STO', 'FPH', 'TWE')","[0.4555041722, 0.1, 0.13380323747, 0.10382821531, 0.1, 0.10686438926]",5.474565242031676,0.0005339868156647311,9.7539583886037e-05
"('SUN', 'GPT', 'WTC', 'STO', 'FPH', 'GNC')","[0.42599043367, 0.1, 0.12330235703, 0.10000010126, 0.1, 0.15070712803]",5.823952515557305,0.0005743476333226294,9.861818615251347e-05
"('SUN', 'GPT', 'WTC', 'STO', 'FPH', 'WOW')","[0.45054034687, 0.1, 0.14430424976, 0.10515543329, 0.1, 0.1]",5.358332145861427,0.000507265017139313,9.466845341625664e-05
"('SUN', 'GPT', 'WTC', 'STO', 'CSL', 'TWE')","[0.43817779268, 0.1, 0.13437551379, 0.10686348743, 0.1, 0.12058322608]",5.80558459547142,0.0005613744768726772,9.669559846058757e-05
"('SUN', 'GPT', 'WTC', 'STO', 'CSL', 'GNC')","[0.41598248393, 0.1, 0.1264104833, 0.1000000166, 0.10353347894, 0.1540735453]",6.150209284829151,0.0006077244413885745,9.881361970683843e-05
"('SUN', 'GPT', 'WTC', 'STO', 'CSL', 'WOW')","[0.44040543806, 0.1, 0.14714590088, 0.11244868995, 0.1, 0.1]",5.6955542196939914,0.0005395269141904947,9.47277285720374e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'SHL', 'TWE')","[0.31004240309, 0.1, 0.1, 0.28995763502, 0.1, 0.1]",7.008898025280795,0.0006734150311907152,9.608001554049382e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'SHL', 'GNC')","[0.31943960468, 0.1, 0.1, 0.28056040752, 0.1, 0.10000001779]",7.160832347384085,0.000710775241159836,9.925874628519803e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'SHL', 'WOW')","[0.30714019635, 0.1, 0.10000000297, 0.29285983039, 0.1, 0.1]",6.950046727202557,0.0006389529522902686,9.193505847800993e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'FPH', 'TWE')","[0.3156360418, 0.1, 0.1, 0.28436399753, 0.1, 0.1]",7.161092953194044,0.0006728917369299217,9.396494939083195e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'FPH', 'GNC')","[0.32508363542, 0.1, 0.1, 0.27491639997, 0.1, 0.1]",7.324729924217308,0.0007102314017833932,9.696349341635088e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'FPH', 'WOW')","[0.31266834158, 0.1, 0.1, 0.28733169762, 0.1, 0.1]",7.093614359483662,0.0006384563829604663,9.000438290064292e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'CSL', 'TWE')","[0.3146733824, 0.1, 0.1, 0.28532661481, 0.1, 0.10000003235]",7.516581403154707,0.0007066679051012906,9.401453495929709e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'CSL', 'GNC')","[0.32380865017, 0.1, 0.1, 0.27619095609, 0.1, 0.10000042371]",7.6632810975742425,0.0007441348496069274,9.71039480520267e-05
"('SUN', 'GPT', 'WTC', 'VEA', 'CSL', 'WOW')","[0.31182982302, 0.1, 0.1, 0.2881702138, 0.1, 0.1]",7.454911335619819,0.0006721819440965475,9.016632309023441e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'SHL', 'TWE')","[0.38918107793, 0.1, 0.12203184481, 0.18878706887, 0.1, 0.10000002838]",5.925682884472707,0.0005539313847957447,9.347975509240163e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'SHL', 'GNC')","[0.37845968821, 0.1, 0.11727844959, 0.17386019721, 0.1, 0.13040168498]",6.193047384341446,0.0005944005148180095,9.59786802731232e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'SHL', 'WOW')","[0.38121142748, 0.1, 0.13088550449, 0.18790307953, 0.1, 0.10000000846]",5.824301210055878,0.0005241784218269165,8.999850847718908e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'FPH', 'TWE')","[0.39481008293, 0.1, 0.11519623557, 0.18999368111, 0.1, 0.10000002038]",6.094346944969341,0.000551096570387018,9.042750197245136e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'FPH', 'GNC')","[0.38474134458, 0.10000000174, 0.11070592693, 0.17544113624, 0.10000000274, 0.12911158777]",6.372271664137576,0.0005916582905484274,9.284888054572648e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'FPH', 'WOW')","[0.38680035692, 0.1, 0.12413247437, 0.1890671647, 0.1, 0.10000002389]",5.980174372246749,0.000521401405736109,8.718832817916958e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'CSL', 'TWE')","[0.38672849153, 0.1, 0.11912542305, 0.18669419012, 0.10000025074, 0.10745164781]",6.404302981621979,0.0005845513969593661,9.127478800375561e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'CSL', 'GNC')","[0.37542756317, 0.1, 0.11457591581, 0.17155364693, 0.1054029356, 0.13303994849]",6.676573342844631,0.0006247278606699856,9.357013374825192e-05
"('SUN', 'GPT', 'WTC', 'WDS', 'CSL', 'WOW')","[0.38304412768, 0.1, 0.12926128403, 0.18769459017, 0.1, 0.10000001328]",6.301177865216236,0.0005582701389643381,8.859774329591633e-05
"('SUN', 'MGR', 'CPU', 'STO', 'SHL', 'TWE')","[0.28554311235, 0.1, 0.31445692758, 0.1, 0.1, 0.1]",6.028634618080803,0.0005045868921509531,8.369837021431343e-05
"('SUN', 'MGR', 'CPU', 'STO', 'SHL', 'GNC')","[0.26305371682, 0.1, 0.30524272681, 0.1, 0.1, 0.13170357851]",6.447408434045527,0.0005450804026347681,8.454255817833288e-05
"('SUN', 'MGR', 'CPU', 'STO', 'SHL', 'WOW')","[0.28167665488, 0.1, 0.31832338437, 0.1, 0.1, 0.1]",5.838429752785435,0.00046974225242189414,8.045695029520334e-05
"('SUN', 'MGR', 'CPU', 'STO', 'FPH', 'TWE')","[0.29432946094, 0.1, 0.30567057903, 0.1, 0.1, 0.1]",6.195350392282335,0.0005045244297578885,8.143597985779531e-05
"('SUN', 'MGR', 'CPU', 'STO', 'FPH', 'GNC')","[0.27260011499, 0.1, 0.29696664631, 0.10000000685, 0.1, 0.13043325154]",6.6311011570696925,0.0005450752227679368,8.219980510881054e-05
"('SUN', 'MGR', 'CPU', 'STO', 'FPH', 'WOW')","[0.29044356354, 0.1, 0.30955647573, 0.1, 0.1, 0.1]",5.9925832022516445,0.0004696838189239028,7.8377521524845e-05
"('SUN', 'MGR', 'CPU', 'STO', 'CSL', 'TWE')","[0.29127013999, 0.1, 0.30872989966, 0.1, 0.1, 0.1]",6.531936867935905,0.0005385419808642611,8.244751775049545e-05
"('SUN', 'MGR', 'CPU', 'STO', 'CSL', 'GNC')","[0.26580953371, 0.1, 0.29848212787, 0.1, 0.10000063115, 0.13570772726]",6.968657742751808,0.0005789736608409545,8.308252208872685e-05
"('SUN', 'MGR', 'CPU', 'STO', 'CSL', 'WOW')","[0.287623359, 0.1, 0.31237668027, 0.1, 0.1, 0.1]",6.335288002595308,0.0005036518135949419,7.949943449904982e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'SHL', 'TWE')","[0.19911878194, 0.1, 0.24650808365, 0.25437315833, 0.1, 0.1]",7.825816206672549,0.0006352594324964933,8.117484690668433e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'SHL', 'GNC')","[0.20267863131, 0.1, 0.25569140945, 0.24162998922, 0.1, 0.1]",8.077286141281919,0.0006731579888380568,8.333962386173707e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'SHL', 'WOW')","[0.19465210521, 0.1, 0.24816542301, 0.25718250177, 0.1, 0.1]",7.706734225775999,0.0006011029673219978,7.799710612979808e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'FPH', 'TWE')","[0.20939654068, 0.1, 0.23953106056, 0.251072398, 0.1, 0.10000002062]",7.999037601809737,0.0006342254706469948,7.928772212590985e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'FPH', 'GNC')","[0.21299609817, 0.1, 0.24870517952, 0.23829865672, 0.1, 0.10000008557]",8.266133792074395,0.000672109654519078,8.13088284590191e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'FPH', 'WOW')","[0.20482984242, 0.1, 0.24121155172, 0.25395863585, 0.1, 0.1]",7.865116444957495,0.0006001051815154683,7.629959272887935e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'CSL', 'TWE')","[0.20517822118, 0.1, 0.24339466259, 0.25142712455, 0.1, 0.10000000723]",8.369693912310092,0.0006685544134719918,7.987800037569908e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'CSL', 'GNC')","[0.20841202783, 0.1, 0.25265343007, 0.23893457202, 0.1, 0.1]",8.620460388569525,0.0007065708468596547,8.1964398072816e-05
"('SUN', 'MGR', 'CPU', 'VEA', 'CSL', 'WOW')","[0.20076194413, 0.1, 0.24504034732, 0.25419773797, 0.1, 0.1]",8.238898692129657,0.0006343797419410713,7.699812385690249e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'SHL', 'TWE')","[0.26534658965, 0.1, 0.29074544545, 0.14390799489, 0.1, 0.1]",6.570215311750875,0.00052870657767351,8.047020570664019e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'SHL', 'GNC')","[0.25505957036, 0.1, 0.29079158017, 0.12989892917, 0.1, 0.1242499403]",6.95149377657969,0.0005719987324496416,8.2284290374648e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'SHL', 'WOW')","[0.26146988503, 0.1, 0.29404224475, 0.14448789935, 0.1, 0.1]",6.384657842946905,0.000493695700722354,7.732531842215114e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'FPH', 'TWE')","[0.27289228071, 0.1, 0.28126322416, 0.14584443872, 0.1, 0.10000007632]",6.754749332308536,0.0005283389892235807,7.82174087047895e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'FPH', 'GNC')","[0.26348198605, 0.1, 0.28183527315, 0.13235787248, 0.1, 0.12232488831]",7.15027802289772,0.0005716233230693835,7.994420933547526e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'FPH', 'WOW')","[0.26900008132, 0.1, 0.28459198317, 0.14640795275, 0.1, 0.10000000182]",6.5555669188446375,0.0004933361247527523,7.525453265294386e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'CSL', 'TWE')","[0.2699931505, 0.1, 0.28545951183, 0.14454736503, 0.1, 0.1]",7.066520959277577,0.0005626999651752398,7.962899543041413e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'CSL', 'GNC')","[0.25552058493, 0.1, 0.28347055234, 0.12868656576, 0.1048543077, 0.12746799927]",7.459347624630334,0.0006028546009208803,8.0818676278109e-05
"('SUN', 'MGR', 'CPU', 'WDS', 'CSL', 'WOW')","[0.26620404727, 0.1, 0.28857616258, 0.14521981678, 0.1, 0.1]",6.872164886612124,0.000527644064214811,7.677989002311785e-05
"('SUN', 'MGR', 'XRO', 'STO', 'SHL', 'TWE')","[0.50000004996, 0.1, 0.1, 0.1, 0.1, 0.1]",3.41493724488721,0.00034106580437886645,9.987469166219811e-05
"('SUN', 'MGR', 'XRO', 'STO', 'SHL', 'GNC')","[0.41770130466, 0.1, 0.1, 0.1, 0.1, 0.18229873512]",3.8966923228542227,0.0003853992700016813,9.890420851071625e-05
"('SUN', 'MGR', 'XRO', 'STO', 'SHL', 'WOW')","[0.50000004998, 0.1, 0.1, 0.1, 0.1, 0.1]",3.168813831260233,0.0003054198444404837,9.638301923184255e-05
"('SUN', 'MGR', 'XRO', 'STO', 'FPH', 'TWE')","[0.50000004989, 0.1, 0.1, 0.1, 0.1, 0.1]",3.5074912794799173,0.0003428243070187446,9.774060138777531e-05
"('SUN', 'MGR', 'XRO', 'STO', 'FPH', 'GNC')","[0.42101912362, 0.1, 0.1, 0.1, 0.1, 0.17898091587]",3.9978384574050736,0.00038703119063917044,9.68101124552155e-05
"('SUN', 'MGR', 'XRO', 'STO', 'FPH', 'WOW')","[0.50000004987, 0.1, 0.1, 0.1, 0.1, 0.1]",3.253189635985802,0.0003071783470527175,9.442374451670548e-05
"('SUN', 'MGR', 'XRO', 'STO', 'CSL', 'TWE')","[0.4999998798, 0.1, 0.1, 0.1, 0.1, 0.10000016016]",3.8418968586178384,0.00037620774937737974,9.792239698822219e-05
"('SUN', 'MGR', 'XRO', 'STO', 'CSL', 'GNC')","[0.41592334894, 0.1, 0.1, 0.10000001494, 0.1, 0.18407666351]",4.352672550087955,0.000420609098833707,9.66323779226645e-05
"('SUN', 'MGR', 'XRO', 'STO', 'CSL', 'WOW')","[0.50000004996, 0.1, 0.1, 0.1, 0.1, 0.1]",3.594915338859492,0.0003405618562015001,9.473431891988459e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'SHL', 'TWE')","[0.27262869243, 0.1, 0.1, 0.32737133191, 0.1, 0.10000000544]",5.216403001674833,0.0005155986466591744,9.88417970186795e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'SHL', 'GNC')","[0.28452591623, 0.1, 0.1, 0.31388052382, 0.1, 0.10159358995]",5.481093702677189,0.0005513497790513829,0.00010059119747981707
"('SUN', 'MGR', 'XRO', 'VEA', 'SHL', 'WOW')","[0.26683289569, 0.1, 0.1, 0.33316714258, 0.1, 0.1]",5.04483875837818,0.00048231696437231377,9.56060218121559e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'FPH', 'TWE')","[0.27818355823, 0.1, 0.1, 0.32181644331, 0.1, 0.10000002765]",5.298242628924055,0.0005150911495782583,9.721924525809434e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'FPH', 'GNC')","[0.29093547706, 0.1, 0.1, 0.30886961588, 0.1, 0.10019493706]",5.575496596620955,0.0005510108336982154,9.882722088507005e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'FPH', 'WOW')","[0.27229516527, 0.1, 0.1, 0.3277048704, 0.1, 0.1]",5.116889622940921,0.00048184725497601023,9.416799862473281e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'CSL', 'TWE')","[0.2806121807, 0.1, 0.1, 0.31938785926, 0.1, 0.1]",5.684632151980749,0.0005474839905553003,9.630948422309707e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'CSL', 'GNC')","[0.28856815865, 0.1, 0.1, 0.30408965625, 0.1, 0.10734221509]",5.953531685170339,0.0005827171502849521,9.787755925385316e-05
"('SUN', 'MGR', 'XRO', 'VEA', 'CSL', 'WOW')","[0.27529720709, 0.1, 0.1, 0.3247028329, 0.1, 0.1]",5.508133228746655,0.0005140061538064716,9.331766906506559e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'SHL', 'TWE')","[0.40025946521, 0.1, 0.1, 0.19974056557, 0.1, 0.1]",3.9809707235284666,0.00036546134514437367,9.180206801934307e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'SHL', 'GNC')","[0.36874202719, 0.1, 0.1, 0.17612714215, 0.1, 0.15513086058]",4.39529861676673,0.0004107200059172431,9.344530183921314e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'SHL', 'WOW')","[0.39987932854, 0.1, 0.1, 0.20012071145, 0.1, 0.1]",3.734375386908389,0.00032978381068608,8.83102999881062e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'FPH', 'TWE')","[0.40086063046, 0.1, 0.1, 0.19913939973, 0.1, 0.1]",4.0863669945525,0.0003672697896759094,8.987684908514421e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'FPH', 'GNC')","[0.37164594156, 0.1, 0.1, 0.17670455272, 0.1, 0.15164953571]",4.509069073946467,0.0004122977199506789,9.143743712708842e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'FPH', 'WOW')","[0.40045604258, 0.1, 0.1, 0.1995439974, 0.1, 0.1]",3.8307293420650312,0.00033159022426978134,8.656059842928788e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'CSL', 'TWE')","[0.39973212925, 0.1, 0.1, 0.20026791071, 0.1, 0.1]",4.433807449505809,0.0004005595537161982,9.034211753170392e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'CSL', 'GNC')","[0.36716970183, 0.1, 0.1, 0.17550635957, 0.1, 0.15732396857]",4.862553123844394,0.000445997261378622,9.172079975673584e-05
"('SUN', 'MGR', 'XRO', 'WDS', 'CSL', 'WOW')","[0.39904019969, 0.1, 0.1, 0.20095984029, 0.1, 0.1]",4.186645355158574,0.00036485611126885805,8.714760394483872e-05
"('SUN', 'MGR', 'WTC', 'STO', 'SHL', 'TWE')","[0.45198465828, 0.1, 0.14713821026, 0.10000061534, 0.1, 0.10087653611]",5.168733997026868,0.000535802672177048,0.00010366226477997313
"('SUN', 'MGR', 'WTC', 'STO', 'SHL', 'GNC')","[0.41210866111, 0.1, 0.13319535333, 0.1, 0.1, 0.15469601539]",5.530339241395446,0.0005702462273017339,0.0001031123412888223
"('SUN', 'MGR', 'WTC', 'STO', 'SHL', 'WOW')","[0.443550322, 0.1, 0.15644962549, 0.1000000825, 0.1, 0.1]",5.065749756496273,0.0005066050121916876,0.00010000592933790735
"('SUN', 'MGR', 'WTC', 'STO', 'FPH', 'TWE')","[0.45604512612, 0.1, 0.14008717895, 0.10385968719, 0.1, 0.10000802728]",5.29786593067886,0.0005316693310545963,0.00010035537667644772
"('SUN', 'MGR', 'WTC', 'STO', 'FPH', 'GNC')","[0.4193686292, 0.1, 0.12673918907, 0.1, 0.1, 0.15389220305]",5.674403109676291,0.0005677303880599014,0.000100051120282903
"('SUN', 'MGR', 'WTC', 'STO', 'FPH', 'WOW')","[0.44745634162, 0.1, 0.14938405059, 0.10315963777, 0.1, 0.1]",5.1841868800176885,0.0005024242029808164,9.691475531435746e-05
"('SUN', 'MGR', 'WTC', 'STO', 'CSL', 'TWE')","[0.43864797166, 0.1, 0.14031310388, 0.10746250532, 0.1, 0.11357643912]",5.63119108686531,0.0005586529243462811,9.920688460552028e-05
"('SUN', 'MGR', 'WTC', 'STO', 'CSL', 'GNC')","[0.41163215267, 0.1, 0.13028158016, 0.1, 0.10000104036, 0.15808524497]",6.0091926795211,0.000603601658399247,0.00010044638116801918
"('SUN', 'MGR', 'WTC', 'STO', 'CSL', 'WOW')","[0.43714351508, 0.1, 0.15177834462, 0.11107804966, 0.10000000177, 0.10000009885]",5.52673429603332,0.0005341357178890538,9.664581093981971e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'SHL', 'TWE')","[0.30505593418, 0.1, 0.1, 0.29494410266, 0.1, 0.1]",6.827779090314455,0.0006664512950404167,9.760879580679625e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'SHL', 'GNC')","[0.31488072307, 0.1, 0.1, 0.28511905348, 0.1, 0.10000025343]",7.0102525676371625,0.000703636994700644,0.00010037255974898605
"('SUN', 'MGR', 'WTC', 'VEA', 'SHL', 'WOW')","[0.30210566004, 0.1, 0.1, 0.29789437985, 0.1, 0.1]",6.767873581177401,0.0006320088359910335,9.338366451595029e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'FPH', 'TWE')","[0.31059009754, 0.1, 0.1, 0.28940994097, 0.1, 0.1]",6.966826115793876,0.0006659522628968931,9.55890461206103e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'FPH', 'GNC')","[0.32046938287, 0.1, 0.1, 0.27953065018, 0.1, 0.1]",7.1620246830822625,0.0007031158272188363,9.817277352865002e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'FPH', 'WOW')","[0.30757031201, 0.1, 0.10000000717, 0.29242971058, 0.1, 0.1]",6.898390891818249,0.0006315381482649468,9.154861737597022e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'CSL', 'TWE')","[0.30989800535, 0.1, 0.1, 0.29010193982, 0.1, 0.10000007957]",7.329421889145319,0.0006996180179911543,9.545336979813785e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'CSL', 'GNC')","[0.31792693022, 0.1, 0.1, 0.2793934483, 0.1, 0.10267965145]",7.509740530284729,0.0007365456001691776,9.807870154752892e-05
"('SUN', 'MGR', 'WTC', 'VEA', 'CSL', 'WOW')","[0.30702036116, 0.1, 0.1, 0.29297967878, 0.1, 0.1]",7.267463443885117,0.000665146006751841,9.152381871442344e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'SHL', 'TWE')","[0.38390774658, 0.1, 0.12623334453, 0.18985878742, 0.1, 0.10000014146]",5.748637038337509,0.00054760612360694,9.525842733764006e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'SHL', 'GNC')","[0.37179357715, 0.1, 0.12043268546, 0.17422959671, 0.1, 0.13354416068]",6.046241407344615,0.000587565161905289,9.71785812573659e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'SHL', 'WOW')","[0.3759107167, 0.1, 0.13514359264, 0.18894569844, 0.1, 0.10000001215]",5.648903960781219,0.000517892813518847,9.168022984891119e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'FPH', 'TWE')","[0.38950579666, 0.1, 0.11946174081, 0.19103249251, 0.1, 0.1]",5.901965368059262,0.0005448161709177747,9.231097387766036e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'FPH', 'GNC')","[0.37805027185, 0.10000000053, 0.11392117965, 0.1757821182, 0.10000000493, 0.13224642483]",6.211486360161332,0.0005848651123652281,9.415864069450155e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'FPH', 'WOW')","[0.38146620782, 0.1, 0.12845954665, 0.19007427552, 0.1, 0.1]",5.789940653508013,0.000515164118046133,8.897571648407226e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'CSL', 'TWE')","[0.38561953145, 0.1, 0.12446813591, 0.18962472752, 0.1, 0.1002876251]",6.220501942507545,0.0005814998428922384,9.348117696396541e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'CSL', 'GNC')","[0.37156973117, 0.1, 0.118570473, 0.17272499891, 0.10000011767, 0.13713468924]",6.5271830804972835,0.0006217450344584102,9.525472578149924e-05
"('SUN', 'MGR', 'WTC', 'WDS', 'CSL', 'WOW')","[0.37787747936, 0.1, 0.13324305858, 0.18887949105, 0.1, 0.1]",6.120761199152019,0.0005517911101537047,9.015073325032691e-05
"('WBC', 'BWP', 'CPU', 'STO', 'SHL', 'TWE')","[0.15713273823, 0.1, 0.41730901914, 0.1, 0.1, 0.12555826774]",5.321984266076223,0.0004454917578920876,8.370783069235536e-05
"('WBC', 'BWP', 'CPU', 'STO', 'SHL', 'GNC')","[0.14659872871, 0.1, 0.38307804429, 0.1, 0.1, 0.17032325281]",5.892631245815184,0.0004966461151004317,8.428257163608172e-05
"('WBC', 'BWP', 'CPU', 'STO', 'SHL', 'WOW')","[0.1670392782, 0.1, 0.43296070903, 0.10000004275, 0.1, 0.1]",5.10711101470124,0.0004181110422257736,8.186840681986479e-05
"('WBC', 'BWP', 'CPU', 'STO', 'FPH', 'TWE')","[0.15945915622, 0.1, 0.4144213056, 0.10000212221, 0.1, 0.12611743596]",5.3853124328163515,0.0004453776668508033,8.270228931135284e-05
"('WBC', 'BWP', 'CPU', 'STO', 'FPH', 'GNC')","[0.14888840282, 0.1, 0.37976680187, 0.10000001662, 0.1, 0.17134479509]",5.9792814635565605,0.0004967098988804181,8.307183762929403e-05
"('WBC', 'BWP', 'CPU', 'STO', 'FPH', 'WOW')","[0.1667972398, 0.1, 0.42894962062, 0.10425316956, 0.1, 0.1]",5.159336088173632,0.0004174056516457553,8.090297753669191e-05
"('WBC', 'BWP', 'CPU', 'STO', 'CSL', 'TWE')","[0.16731420118, 0.1, 0.39190939734, 0.10000101459, 0.11307012866, 0.12770526821]",5.809487733489443,0.0004618523468967602,7.949966814360595e-05
"('WBC', 'BWP', 'CPU', 'STO', 'CSL', 'GNC')","[0.15252737136, 0.1, 0.35878406046, 0.1, 0.12445150773, 0.16423707955]",6.409417453327819,0.000508736214451125,7.93732376078867e-05
"('WBC', 'BWP', 'CPU', 'STO', 'CSL', 'WOW')","[0.17676687602, 0.1, 0.40571875173, 0.10305677014, 0.11445762209, 0.1]",5.5803417026797995,0.0004329921438534381,7.759240686739775e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'SHL', 'TWE')","[0.10000010695, 0.1, 0.30296141641, 0.29703847513, 0.1, 0.10000002125]",7.538418171478245,0.0006196415076128536,8.219781571116333e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'SHL', 'GNC')","[0.10204539775, 0.1, 0.3087805251, 0.27957024324, 0.1, 0.10960385389]",7.785686455665238,0.000654346129103915,8.404475736725583e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'SHL', 'WOW')","[0.1, 0.1, 0.30199244629, 0.29800758944, 0.1, 0.1]",7.4125223410376515,0.0005841901253878442,7.88112464975135e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'FPH', 'TWE')","[0.10000016777, 0.1, 0.30159221476, 0.29840761288, 0.1, 0.10000002427]",7.621714348321238,0.0006216747238956349,8.156625865053118e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'FPH', 'GNC')","[0.10306042131, 0.1, 0.30631329706, 0.27974270248, 0.1, 0.11088359123]",7.883018949967181,0.0006552481411282525,8.312147227947239e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'FPH', 'WOW')","[0.1, 0.1, 0.30057853427, 0.29942150339, 0.1, 0.1]",7.481762389150586,0.0005862323712389349,7.835485020067453e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'CSL', 'TWE')","[0.10612875655, 0.1, 0.30002974902, 0.29384121744, 0.1, 0.1000002914]",8.04492768489556,0.0006500679879055763,8.080470246191101e-05
"('WBC', 'BWP', 'CPU', 'VEA', 'CSL', 'GNC')","[0.11439746513, 0.1, 0.29698199322, 0.26891653195, 0.10874218553, 0.11096183382]",8.303135535567755,0.0006717092642633968,8.089826564748067e-05
